yearend,locationabbr,sample_size,classid,questionid,stratificationid1,data_value
2013,7,2791.0,1,2,FEMALE,24.9
2013,7,1914.0,1,3,MALE,38.0
2013,7,2791.0,1,3,FEMALE,24.3
2013,7,1720.0,0,0,MALE,39.0
2013,7,2657.0,0,0,FEMALE,31.1
2013,7,2599.0,0,1,FEMALE,19.1
2013,7,1684.0,0,1,MALE,23.1
2013,7,1654.0,2,5,MALE,29.6
2013,7,2544.0,2,5,FEMALE,22.1
2013,7,1661.0,2,6,MALE,39.1
2013,7,2547.0,2,6,FEMALE,32.0
2013,7,1706.0,2,7,MALE,40.7
2013,7,2652.0,2,7,FEMALE,30.1
2013,7,1737.0,2,8,MALE,16.5
2012,9,3040.0,2,8,MALE,20.2
2013,7,2692.0,2,8,FEMALE,22.2
2014,7,1552.0,1,2,MALE,19.5
2014,7,2235.0,1,2,FEMALE,23.7
2014,7,1552.0,1,3,MALE,36.7
2014,7,2235.0,1,3,FEMALE,30.1
2014,7,1609.0,2,8,MALE,18.4
2014,7,2450.0,2,8,FEMALE,23.0
2011,9,4828.0,1,2,MALE,27.7
2011,9,6942.0,1,2,FEMALE,25.6
2011,9,4828.0,1,3,MALE,42.9
2011,9,6942.0,1,3,FEMALE,30.4
2011,9,6908.0,0,0,FEMALE,34.3
2011,9,4510.0,0,0,MALE,41.4
2011,9,4436.0,0,1,MALE,24.6
2011,9,6783.0,0,1,FEMALE,20.6
2012,9,4573.0,2,8,FEMALE,26.1
2011,9,6683.0,2,4,FEMALE,49.8
2011,9,4357.0,2,5,MALE,25.5
2011,9,6605.0,2,5,FEMALE,17.6
2011,9,4382.0,2,6,MALE,36.4
2011,9,6616.0,2,6,FEMALE,31.0
2011,9,4505.0,2,7,MALE,35.0
2011,9,6872.0,2,7,FEMALE,23.6
2011,9,4584.0,2,8,MALE,24.4
2011,9,6980.0,2,8,FEMALE,29.2
2012,9,2997.0,1,2,MALE,26.5
2012,9,4285.0,1,2,FEMALE,23.9
2012,9,2997.0,1,3,MALE,42.6
2012,9,4285.0,1,3,FEMALE,31.2
2014,9,3908.0,2,8,MALE,20.6
2014,9,3769.0,1,2,MALE,25.8
2014,9,3769.0,1,3,MALE,42.6
2014,9,5387.0,1,3,FEMALE,29.5
2014,9,5888.0,2,8,FEMALE,26.6
2011,10,3455.0,1,2,MALE,26.7
2011,10,5898.0,1,2,FEMALE,29.3
2011,10,3455.0,1,3,MALE,40.9
2011,10,5898.0,1,3,FEMALE,28.4
2011,10,5892.0,0,0,FEMALE,37.8
2011,10,3283.0,0,0,MALE,46.2
2011,10,3244.0,0,1,MALE,25.5
2011,10,5829.0,0,1,FEMALE,21.1
2011,10,3246.0,2,4,MALE,53.1
2011,10,5861.0,2,4,FEMALE,48.4
2011,10,3211.0,2,5,MALE,24.9
2011,10,5797.0,2,5,FEMALE,16.8
2011,10,3227.0,2,6,MALE,34.1
2011,10,5810.0,2,6,FEMALE,29.7
2011,10,3330.0,2,7,MALE,37.0
2011,10,6000.0,2,7,FEMALE,23.8
2011,10,3376.0,2,8,MALE,23.6
2011,10,6090.0,2,8,FEMALE,29.7
2012,10,2217.0,1,2,MALE,27.7
2012,10,3520.0,1,2,FEMALE,30.5
2012,10,2217.0,1,3,MALE,41.2
2012,10,3520.0,1,3,FEMALE,29.9
2012,10,2276.0,2,8,MALE,21.3
2012,10,3815.0,2,8,FEMALE,25.7
2013,10,2983.0,1,2,MALE,29.2
2013,10,4623.0,1,2,FEMALE,31.5
2013,10,2983.0,1,3,MALE,40.9
2013,10,4623.0,1,3,FEMALE,29.8
2013,10,2721.0,0,0,MALE,45.7
2013,10,4515.0,0,0,FEMALE,40.9
2013,10,4416.0,0,1,FEMALE,21.2
2013,10,2681.0,0,1,MALE,26.4
2013,10,2691.0,2,4,MALE,53.9
2013,10,4428.0,2,4,FEMALE,47.9
2013,10,2667.0,2,5,MALE,25.8
2013,10,4386.0,2,5,FEMALE,17.6
2013,10,2673.0,2,6,MALE,33.7
2013,10,4407.0,2,6,FEMALE,28.9
2013,10,4542.0,2,7,FEMALE,24.8
2014,10,3911.0,2,8,FEMALE,25.8
2013,10,2735.0,2,7,MALE,37.1
2013,10,2776.0,2,8,MALE,22.9
2013,10,4605.0,2,8,FEMALE,31.1
2014,10,2337.0,1,2,MALE,28.6
2014,10,3507.0,1,2,FEMALE,32.4
2014,10,2337.0,1,3,MALE,42.1
2014,10,3507.0,1,3,FEMALE,28.4
2014,10,2436.0,2,8,MALE,21.2
2014,11,1062.0,1,2,MALE,27.0
2014,11,1290.0,1,2,FEMALE,29.0
2014,11,1062.0,1,3,MALE,39.9
2014,11,1290.0,1,3,FEMALE,30.4
2014,11,1106.0,2,8,MALE,24.3
2014,11,1412.0,2,8,FEMALE,31.2
2011,12,3255.0,1,2,MALE,24.4
2011,12,4152.0,1,2,FEMALE,19.2
2011,12,3255.0,1,3,MALE,39.8
2011,12,4152.0,1,3,FEMALE,27.6
2011,12,4152.0,0,0,FEMALE,34.2
2011,12,3149.0,0,0,MALE,44.7
2011,12,3109.0,0,1,MALE,25.5
2011,12,4092.0,0,1,FEMALE,19.6
2011,12,4120.0,2,4,FEMALE,54.6
2011,12,3118.0,2,5,MALE,30.2
2011,12,4097.0,2,5,FEMALE,17.2
2011,12,3131.0,2,6,MALE,43.4
2011,12,4105.0,2,6,FEMALE,32.7
2011,12,3153.0,2,7,MALE,41.0
2011,12,4168.0,2,7,FEMALE,23.3
2011,12,3181.0,2,8,MALE,18.2
2011,12,4201.0,2,8,FEMALE,24.4
2012,12,3490.0,1,2,MALE,26.8
2012,12,3881.0,1,2,FEMALE,20.3
2012,12,3490.0,1,3,MALE,38.5
2012,12,3881.0,1,3,FEMALE,26.2
2012,12,3516.0,2,8,MALE,14.8
2012,12,4064.0,2,8,FEMALE,22.6
2013,12,3585.0,1,2,MALE,24.7
2013,12,4024.0,1,2,FEMALE,18.7
2013,12,3585.0,1,3,MALE,39.9
2013,12,4024.0,1,3,FEMALE,27.0
2013,12,3368.0,0,0,MALE,44.4
2013,12,3991.0,0,0,FEMALE,34.1
2013,12,3923.0,0,1,FEMALE,20.3
2013,12,3318.0,0,1,MALE,26.1
2013,12,3317.0,2,5,MALE,32.1
2013,12,3905.0,2,5,FEMALE,21.0
2013,12,3333.0,2,6,MALE,44.1
2013,12,3908.0,2,6,FEMALE,35.0
2013,12,3955.0,2,7,FEMALE,28.0
2013,12,3349.0,2,7,MALE,42.1
2013,12,3381.0,2,8,MALE,18.7
2013,12,3987.0,2,8,FEMALE,25.4
2014,12,3369.0,1,2,MALE,23.1
2014,12,3536.0,1,2,FEMALE,21.0
2014,12,3369.0,1,3,MALE,43.3
2014,12,3536.0,1,3,FEMALE,28.3
2014,12,3462.0,2,8,MALE,16.0
2014,12,3783.0,2,8,FEMALE,23.2
2011,14,2405.0,1,2,MALE,26.2
2011,14,3334.0,1,2,FEMALE,27.9
2011,14,2405.0,1,3,MALE,42.3
2011,14,3334.0,1,3,FEMALE,27.6
2011,14,3442.0,0,0,FEMALE,31.8
2011,14,2263.0,0,0,MALE,44.6
2011,14,2243.0,0,1,MALE,22.1
2011,14,3368.0,0,1,FEMALE,18.2
2011,14,2218.0,2,5,MALE,23.1
2011,14,3281.0,2,5,FEMALE,21.6
2011,14,2224.0,2,6,MALE,38.4
2011,14,3296.0,2,6,FEMALE,33.4
2011,14,2283.0,2,7,MALE,32.6
2011,14,3419.0,2,7,FEMALE,28.0
2011,14,2311.0,2,8,MALE,20.6
2011,14,3473.0,2,8,FEMALE,22.2
2012,14,2321.0,1,2,MALE,27.3
2012,14,3257.0,1,2,FEMALE,26.2
2012,14,2321.0,1,3,MALE,42.3
2012,14,3257.0,1,3,FEMALE,28.7
2012,14,2352.0,2,8,MALE,20.1
2012,14,3537.0,2,8,FEMALE,20.4
2013,14,2347.0,1,2,MALE,31.2
2013,14,2968.0,1,2,FEMALE,27.9
2013,14,2347.0,1,3,MALE,41.4
2013,14,2968.0,1,3,FEMALE,28.9
2013,14,2202.0,0,0,MALE,43.9
2013,14,3023.0,0,0,FEMALE,33.2
2013,14,2173.0,0,1,MALE,24.2
2013,14,2959.0,0,1,FEMALE,16.7
2013,14,2153.0,2,4,MALE,53.5
2013,14,2925.0,2,4,FEMALE,54.2
2013,14,2131.0,2,5,MALE,19.4
2013,14,2897.0,2,5,FEMALE,21.4
2013,14,2141.0,2,6,MALE,32.9
2013,14,2910.0,2,6,FEMALE,34.3
2013,14,3006.0,2,7,FEMALE,30.0
2013,14,2188.0,2,7,MALE,30.2
2013,14,2217.0,2,8,MALE,23.9
2013,14,3043.0,2,8,FEMALE,23.5
2014,14,2198.0,1,2,MALE,28.7
2014,14,2927.0,1,2,FEMALE,29.2
2014,14,2198.0,1,3,MALE,43.7
2014,14,2927.0,1,3,FEMALE,29.6
2014,14,2257.0,2,8,MALE,18.8
2014,14,3211.0,2,8,FEMALE,18.6
2011,15,2189.0,1,2,MALE,27.7
2011,15,3166.0,1,2,FEMALE,26.5
2011,15,2189.0,1,3,MALE,44.8
2011,15,3166.0,1,3,FEMALE,29.2
2011,15,3173.0,0,0,FEMALE,31.8
2011,15,2130.0,0,0,MALE,40.3
2011,15,2122.0,0,1,MALE,28.0
2011,15,3150.0,0,1,FEMALE,22.4
2011,15,2109.0,2,4,MALE,51.8
2011,15,3124.0,2,4,FEMALE,51.5
2011,15,2099.0,2,5,MALE,24.1
2011,15,3108.0,2,5,FEMALE,19.9
2011,15,2103.0,2,6,MALE,32.9
2011,15,3111.0,2,6,FEMALE,29.6
2011,15,2113.0,2,7,MALE,36.7
2011,15,3144.0,2,7,FEMALE,26.3
2011,15,2127.0,2,8,MALE,23.2
2011,15,3165.0,2,8,FEMALE,26.9
2012,15,2213.0,1,2,MALE,28.3
2012,15,3239.0,1,2,FEMALE,28.0
