yearend,locationabbr,sample_size,classid,questionid,stratificationcategory1,stratification1,stratificationcategoryid1,stratificationid1,total,data_value
2012,SC,12210.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,34.5
2012,SC,12777.0,PA,Q047,Total,Total,OVR,OVERALL,Total,25.1
2013,SC,10227.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,31.7
2013,SC,10227.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,34.7
2013,SC,9859.0,FV,Q018,Total,Total,OVR,OVERALL,Total,45.2
2013,SC,9645.0,FV,Q019,Total,Total,OVR,OVERALL,Total,26.8
2013,SC,9637.0,PA,Q043,Total,Total,OVR,OVERALL,Total,49.1
2013,SC,9545.0,PA,Q044,Total,Total,OVR,OVERALL,Total,18.6
2013,SC,9577.0,PA,Q045,Total,Total,OVR,OVERALL,Total,30.4
2013,SC,9943.0,PA,Q046,Total,Total,OVR,OVERALL,Total,27.0
2013,SC,10067.0,PA,Q047,Total,Total,OVR,OVERALL,Total,26.9
2014,SC,10393.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,32.1
2014,SC,10393.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.0
2014,SC,11009.0,PA,Q047,Total,Total,OVR,OVERALL,Total,25.3
2011,SD,7820.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,28.1
2011,SD,7820.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.3
2011,SD,7893.0,FV,Q018,Total,Total,OVR,OVERALL,Total,39.6
2011,SD,7737.0,FV,Q019,Total,Total,OVR,OVERALL,Total,26.3
2011,SD,7839.0,PA,Q043,Total,Total,OVR,OVERALL,Total,46.1
2011,SD,7796.0,PA,Q044,Total,Total,OVR,OVERALL,Total,16.0
2011,SD,7807.0,PA,Q045,Total,Total,OVR,OVERALL,Total,25.3
2011,SD,8000.0,PA,Q046,Total,Total,OVR,OVERALL,Total,26.1
2011,SD,8045.0,PA,Q047,Total,Total,OVR,OVERALL,Total,27.0
2012,SD,7433.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,28.1
2012,SD,7433.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,37.9
2012,SD,7874.0,PA,Q047,Total,Total,OVR,OVERALL,Total,22.5
2014,SD,6960.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,29.8
2013,SD,6531.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,29.9
2013,SD,6531.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,37.1
2013,SD,6524.0,FV,Q018,Total,Total,OVR,OVERALL,Total,39.3
2013,SD,6409.0,FV,Q019,Total,Total,OVR,OVERALL,Total,24.5
2013,SD,6423.0,PA,Q043,Total,Total,OVR,OVERALL,Total,53.7
2013,SD,6388.0,PA,Q044,Total,Total,OVR,OVERALL,Total,18.4
2013,SD,6503.0,PA,Q046,Total,Total,OVR,OVERALL,Total,27.7
2013,SD,6397.0,PA,Q045,Total,Total,OVR,OVERALL,Total,35.4
2013,SD,6553.0,PA,Q047,Total,Total,OVR,OVERALL,Total,23.8
2014,SD,6960.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.4
2014,SD,7399.0,PA,Q047,Total,Total,OVR,OVERALL,Total,21.2
2011,TN,5575.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,29.2
2011,TN,5575.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,37.3
2011,TN,5367.0,FV,Q018,Total,Total,OVR,OVERALL,Total,46.3
2011,TN,5221.0,FV,Q019,Total,Total,OVR,OVERALL,Total,25.4
2011,TN,5266.0,PA,Q043,Total,Total,OVR,OVERALL,Total,39.0
2011,TN,5153.0,PA,Q044,Total,Total,OVR,OVERALL,Total,12.7
2011,TN,5209.0,PA,Q045,Total,Total,OVR,OVERALL,Total,22.7
2011,TN,5469.0,PA,Q046,Total,Total,OVR,OVERALL,Total,20.6
2011,TN,5606.0,PA,Q047,Total,Total,OVR,OVERALL,Total,35.1
2012,TN,6613.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,31.1
2012,TN,6613.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,34.2
2012,TN,7048.0,PA,Q047,Total,Total,OVR,OVERALL,Total,28.6
2013,TN,5452.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,33.7
2013,TN,5452.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,34.7
2013,TN,5046.0,FV,Q018,Total,Total,OVR,OVERALL,Total,44.8
2011,TX,14225.0,PA,Q047,Total,Total,OVR,OVERALL,Total,27.2
2013,TN,4895.0,FV,Q019,Total,Total,OVR,OVERALL,Total,24.3
2013,TN,5002.0,PA,Q043,Total,Total,OVR,OVERALL,Total,37.7
2013,TN,4959.0,PA,Q044,Total,Total,OVR,OVERALL,Total,12.2
2013,TN,4977.0,PA,Q045,Total,Total,OVR,OVERALL,Total,20.6
2013,TN,5146.0,PA,Q046,Total,Total,OVR,OVERALL,Total,19.6
2013,TN,5196.0,PA,Q047,Total,Total,OVR,OVERALL,Total,37.2
2014,TN,4793.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,31.2
2014,TN,4793.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.9
2014,TN,5139.0,PA,Q047,Total,Total,OVR,OVERALL,Total,26.8
2011,TX,14024.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,30.4
2011,TX,14024.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.4
2011,TX,14026.0,FV,Q018,Total,Total,OVR,OVERALL,Total,40.3
2011,TX,13796.0,FV,Q019,Total,Total,OVR,OVERALL,Total,21.8
2011,TX,13692.0,PA,Q043,Total,Total,OVR,OVERALL,Total,48.2
2011,TX,13548.0,PA,Q044,Total,Total,OVR,OVERALL,Total,19.0
2011,TX,13599.0,PA,Q045,Total,Total,OVR,OVERALL,Total,27.6
2011,TX,14043.0,PA,Q046,Total,Total,OVR,OVERALL,Total,28.3
2012,TX,8530.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,29.2
2012,TX,8530.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.9
2012,TX,9113.0,PA,Q047,Total,Total,OVR,OVERALL,Total,27.2
2013,TX,10085.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,30.9
2013,TX,10085.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.3
2013,TX,9823.0,FV,Q018,Total,Total,OVR,OVERALL,Total,42.7
2013,TX,9557.0,FV,Q019,Total,Total,OVR,OVERALL,Total,21.5
2013,TX,9672.0,PA,Q043,Total,Total,OVR,OVERALL,Total,42.1
2013,TX,9584.0,PA,Q044,Total,Total,OVR,OVERALL,Total,17.6
2013,TX,9607.0,PA,Q045,Total,Total,OVR,OVERALL,Total,24.8
2013,TX,9974.0,PA,Q046,Total,Total,OVR,OVERALL,Total,28.4
2013,TX,10100.0,PA,Q047,Total,Total,OVR,OVERALL,Total,30.1
2014,TX,14058.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,31.9
2014,TX,14058.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.9
2014,TX,15394.0,PA,Q047,Total,Total,OVR,OVERALL,Total,27.6
2011,UT,11918.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,24.4
2011,UT,11918.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,34.5
2011,UT,11873.0,FV,Q018,Total,Total,OVR,OVERALL,Total,34.9
2011,UT,11692.0,FV,Q019,Total,Total,OVR,OVERALL,Total,19.8
2011,UT,11783.0,PA,Q043,Total,Total,OVR,OVERALL,Total,55.8
2011,UT,11651.0,PA,Q044,Total,Total,OVR,OVERALL,Total,22.5
2011,UT,11702.0,PA,Q045,Total,Total,OVR,OVERALL,Total,33.6
2011,UT,12004.0,PA,Q046,Total,Total,OVR,OVERALL,Total,32.3
2011,UT,12163.0,PA,Q047,Total,Total,OVR,OVERALL,Total,18.9
2012,UT,11683.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,24.3
2012,UT,11683.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,33.5
2012,UT,12403.0,PA,Q047,Total,Total,OVR,OVERALL,Total,16.5
2013,UT,12027.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,24.1
2013,UT,12027.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.0
2013,UT,11769.0,FV,Q018,Total,Total,OVR,OVERALL,Total,36.5
2013,UT,11616.0,FV,Q019,Total,Total,OVR,OVERALL,Total,20.4
2013,UT,11589.0,PA,Q043,Total,Total,OVR,OVERALL,Total,55.3
2013,UT,11459.0,PA,Q044,Total,Total,OVR,OVERALL,Total,22.4
2013,UT,11504.0,PA,Q045,Total,Total,OVR,OVERALL,Total,33.5
2013,UT,11749.0,PA,Q046,Total,Total,OVR,OVERALL,Total,32.3
2013,UT,11937.0,PA,Q047,Total,Total,OVR,OVERALL,Total,20.6
2014,UT,13965.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,25.7
2014,UT,13965.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,33.8
2011,VT,6924.0,PA,Q047,Total,Total,OVR,OVERALL,Total,21.0
2014,UT,14993.0,PA,Q047,Total,Total,OVR,OVERALL,Total,16.8
2011,VT,6771.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,25.4
2011,VT,6771.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,34.3
2011,VT,6822.0,FV,Q018,Total,Total,OVR,OVERALL,Total,31.4
2011,VT,6697.0,FV,Q019,Total,Total,OVR,OVERALL,Total,18.1
2011,VT,6709.0,PA,Q043,Total,Total,OVR,OVERALL,Total,59.2
2011,VT,6648.0,PA,Q044,Total,Total,OVR,OVERALL,Total,21.6
2011,VT,6674.0,PA,Q045,Total,Total,OVR,OVERALL,Total,39.9
2011,VT,6835.0,PA,Q046,Total,Total,OVR,OVERALL,Total,29.0
2012,VT,5791.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,23.7
2012,VT,5791.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.6
2012,VT,6048.0,PA,Q047,Total,Total,OVR,OVERALL,Total,17.2
2013,VT,6106.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,24.7
2013,VT,6106.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,37.2
2013,VT,5975.0,FV,Q018,Total,Total,OVR,OVERALL,Total,32.8
2013,VT,5857.0,FV,Q019,Total,Total,OVR,OVERALL,Total,16.5
2013,VT,5792.0,PA,Q043,Total,Total,OVR,OVERALL,Total,58.8
2013,VT,5735.0,PA,Q044,Total,Total,OVR,OVERALL,Total,23.0
2013,VT,5745.0,PA,Q045,Total,Total,OVR,OVERALL,Total,39.1
2013,VT,5905.0,PA,Q046,Total,Total,OVR,OVERALL,Total,30.3
2013,VT,5986.0,PA,Q047,Total,Total,OVR,OVERALL,Total,20.5
2014,VT,6068.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,24.8
2014,VT,6068.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.4
2014,VT,6458.0,PA,Q047,Total,Total,OVR,OVERALL,Total,19.0
2011,VA,6151.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,29.2
2011,VA,6151.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,34.1
2011,VA,6057.0,FV,Q018,Total,Total,OVR,OVERALL,Total,38.4
2011,VA,5977.0,FV,Q019,Total,Total,OVR,OVERALL,Total,22.2
2012,VA,7388.0,PA,Q047,Total,Total,OVR,OVERALL,Total,22.5
2011,VA,5915.0,PA,Q043,Total,Total,OVR,OVERALL,Total,52.4
2011,VA,5848.0,PA,Q044,Total,Total,OVR,OVERALL,Total,22.7
2011,VA,5837.0,PA,Q045,Total,Total,OVR,OVERALL,Total,33.6
2011,VA,6105.0,PA,Q046,Total,Total,OVR,OVERALL,Total,33.4
2011,VA,6199.0,PA,Q047,Total,Total,OVR,OVERALL,Total,25.0
2012,VA,6948.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,27.4
2012,VA,6948.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.2
2013,VA,7941.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,27.2
2013,VA,7941.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.8
2013,VA,7639.0,FV,Q018,Total,Total,OVR,OVERALL,Total,37.4
2013,VA,7507.0,FV,Q019,Total,Total,OVR,OVERALL,Total,21.4
2013,VA,7483.0,PA,Q043,Total,Total,OVR,OVERALL,Total,51.9
2013,VA,7401.0,PA,Q044,Total,Total,OVR,OVERALL,Total,22.6
2013,VA,7425.0,PA,Q045,Total,Total,OVR,OVERALL,Total,32.1
2013,VA,7663.0,PA,Q046,Total,Total,OVR,OVERALL,Total,32.4
2013,VA,7767.0,PA,Q047,Total,Total,OVR,OVERALL,Total,25.5
2014,VA,8879.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,28.5
2014,VA,8879.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.3
2014,VA,9452.0,PA,Q047,Total,Total,OVR,OVERALL,Total,23.5
2011,WA,13896.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,26.5
2011,WA,13896.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,34.5
2011,WA,14155.0,FV,Q018,Total,Total,OVR,OVERALL,Total,35.0
2011,WA,13994.0,FV,Q019,Total,Total,OVR,OVERALL,Total,18.8
2011,WA,14021.0,PA,Q043,Total,Total,OVR,OVERALL,Total,54.2
2011,WA,13906.0,PA,Q044,Total,Total,OVR,OVERALL,Total,21.0
2011,WA,13909.0,PA,Q045,Total,Total,OVR,OVERALL,Total,34.0
2011,WA,14349.0,PA,Q046,Total,Total,OVR,OVERALL,Total,30.6
2011,WA,14469.0,PA,Q047,Total,Total,OVR,OVERALL,Total,22.0
2012,WA,14540.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,26.8
2012,WA,14540.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.4
2012,WA,15305.0,PA,Q047,Total,Total,OVR,OVERALL,Total,19.0
2013,WA,10554.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,27.2
2013,WA,10554.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,34.3
2013,WA,10592.0,FV,Q018,Total,Total,OVR,OVERALL,Total,36.6
2013,WA,10412.0,FV,Q019,Total,Total,OVR,OVERALL,Total,18.2
2013,WA,10422.0,PA,Q043,Total,Total,OVR,OVERALL,Total,56.3
2013,WA,10304.0,PA,Q044,Total,Total,OVR,OVERALL,Total,21.9
2013,WA,10356.0,PA,Q045,Total,Total,OVR,OVERALL,Total,35.9
2013,WA,10590.0,PA,Q046,Total,Total,OVR,OVERALL,Total,31.5
2013,WA,10734.0,PA,Q047,Total,Total,OVR,OVERALL,Total,20.0
2014,WA,9444.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,27.3
2014,WA,9444.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.1
2014,WA,10074.0,PA,Q047,Total,Total,OVR,OVERALL,Total,18.1
2011,WV,4958.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,32.4
2011,WV,4958.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.5
2011,WV,5024.0,FV,Q018,Total,Total,OVR,OVERALL,Total,47.2
2011,WV,5037.0,FV,Q019,Total,Total,OVR,OVERALL,Total,26.2
2012,WV,5408.0,PA,Q047,Total,Total,OVR,OVERALL,Total,31.0
2011,WV,5096.0,PA,Q043,Total,Total,OVR,OVERALL,Total,43.0
2011,WV,5074.0,PA,Q044,Total,Total,OVR,OVERALL,Total,12.7
2011,WY,6553.0,PA,Q047,Total,Total,OVR,OVERALL,Total,25.5
2011,WV,5077.0,PA,Q045,Total,Total,OVR,OVERALL,Total,26.1
2011,WV,5213.0,PA,Q046,Total,Total,OVR,OVERALL,Total,20.2
2011,WV,5238.0,PA,Q047,Total,Total,OVR,OVERALL,Total,35.1
2012,WV,5125.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,33.8
2012,WV,5125.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,34.5
2013,WV,5636.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,35.1
2013,WV,5636.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,33.7
2013,WV,5596.0,FV,Q018,Total,Total,OVR,OVERALL,Total,46.0
2013,WV,5534.0,FV,Q019,Total,Total,OVR,OVERALL,Total,24.2
2013,WV,5587.0,PA,Q043,Total,Total,OVR,OVERALL,Total,47.6
2013,WV,5566.0,PA,Q044,Total,Total,OVR,OVERALL,Total,12.7
2013,WV,5549.0,PA,Q045,Total,Total,OVR,OVERALL,Total,31.3
2013,WV,5752.0,PA,Q046,Total,Total,OVR,OVERALL,Total,18.6
2013,WV,5769.0,PA,Q047,Total,Total,OVR,OVERALL,Total,31.4
2014,WV,5846.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,35.7
2014,WV,5846.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,34.0
2014,WV,6190.0,PA,Q047,Total,Total,OVR,OVERALL,Total,28.7
2011,WI,4941.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,27.7
2011,WI,4941.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.2
2011,WI,4862.0,FV,Q018,Total,Total,OVR,OVERALL,Total,35.6
2011,WI,4803.0,FV,Q019,Total,Total,OVR,OVERALL,Total,26.0
2011,WI,4703.0,PA,Q043,Total,Total,OVR,OVERALL,Total,57.4
2011,WI,4658.0,PA,Q044,Total,Total,OVR,OVERALL,Total,22.3
2011,WI,4658.0,PA,Q045,Total,Total,OVR,OVERALL,Total,35.4
2011,WI,4774.0,PA,Q046,Total,Total,OVR,OVERALL,Total,29.2
2011,WI,4858.0,PA,Q047,Total,Total,OVR,OVERALL,Total,22.7
2012,WI,4966.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,29.7
2012,WI,4966.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.8
2012,WI,5290.0,PA,Q047,Total,Total,OVR,OVERALL,Total,20.4
2013,WI,6188.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,29.8
2013,WI,6188.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.7
2013,WI,5857.0,FV,Q018,Total,Total,OVR,OVERALL,Total,37.8
2013,WI,5788.0,FV,Q019,Total,Total,OVR,OVERALL,Total,25.8
2013,WI,5652.0,PA,Q043,Total,Total,OVR,OVERALL,Total,53.4
2013,WI,5595.0,PA,Q044,Total,Total,OVR,OVERALL,Total,20.9
2013,WI,5606.0,PA,Q045,Total,Total,OVR,OVERALL,Total,31.9
2013,WI,5724.0,PA,Q046,Total,Total,OVR,OVERALL,Total,29.8
2013,WI,5823.0,PA,Q047,Total,Total,OVR,OVERALL,Total,23.8
2014,WI,6655.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,31.2
2014,WI,6655.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.2
2014,WI,7036.0,PA,Q047,Total,Total,OVR,OVERALL,Total,21.2
2011,WY,6565.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,25.0
2011,WY,6565.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.3
2011,WY,6463.0,FV,Q018,Total,Total,OVR,OVERALL,Total,38.2
2011,WY,6403.0,FV,Q019,Total,Total,OVR,OVERALL,Total,22.4
2011,WY,6332.0,PA,Q043,Total,Total,OVR,OVERALL,Total,53.1
2011,WY,6283.0,PA,Q044,Total,Total,OVR,OVERALL,Total,21.2
2011,WY,6282.0,PA,Q045,Total,Total,OVR,OVERALL,Total,33.0
2011,WY,6492.0,PA,Q046,Total,Total,OVR,OVERALL,Total,29.6
2012,WY,5976.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,24.6
2012,WY,5976.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,38.7
2012,WY,6260.0,PA,Q047,Total,Total,OVR,OVERALL,Total,21.1
2013,WY,6147.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,27.8
2013,WY,6147.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.6
2013,WY,5938.0,FV,Q018,Total,Total,OVR,OVERALL,Total,40.9
2013,WY,5819.0,FV,Q019,Total,Total,OVR,OVERALL,Total,20.1
2013,WY,5796.0,PA,Q043,Total,Total,OVR,OVERALL,Total,54.2
2013,WY,5727.0,PA,Q044,Total,Total,OVR,OVERALL,Total,20.5
2013,WY,5747.0,PA,Q045,Total,Total,OVR,OVERALL,Total,35.7
2013,WY,5958.0,PA,Q046,Total,Total,OVR,OVERALL,Total,28.6
2013,WY,6055.0,PA,Q047,Total,Total,OVR,OVERALL,Total,25.1
2014,WY,5973.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,29.5
2014,WY,5973.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.2
2014,WY,6396.0,PA,Q047,Total,Total,OVR,OVERALL,Total,22.1
2015,AL,7124.0,FV,Q018,Total,Total,OVR,OVERALL,Total,48.3
2015,AL,6938.0,FV,Q019,Total,Total,OVR,OVERALL,Total,27.8
2015,AK,3364.0,FV,Q018,Total,Total,OVR,OVERALL,Total,41.0
2015,AK,3322.0,FV,Q019,Total,Total,OVR,OVERALL,Total,18.9
2015,AZ,7068.0,FV,Q018,Total,Total,OVR,OVERALL,Total,39.7
2015,AZ,6905.0,FV,Q019,Total,Total,OVR,OVERALL,Total,20.5
2015,AR,4642.0,FV,Q018,Total,Total,OVR,OVERALL,Total,49.6
2015,AR,4526.0,FV,Q019,Total,Total,OVR,OVERALL,Total,28.1
2015,CA,11086.0,FV,Q018,Total,Total,OVR,OVERALL,Total,35.8
2015,CA,10846.0,FV,Q019,Total,Total,OVR,OVERALL,Total,18.6
2015,CO,11563.0,FV,Q018,Total,Total,OVR,OVERALL,Total,35.8
2015,CO,11360.0,FV,Q019,Total,Total,OVR,OVERALL,Total,17.8
2015,CT,10532.0,FV,Q018,Total,Total,OVR,OVERALL,Total,35.5
2015,CT,10352.0,FV,Q019,Total,Total,OVR,OVERALL,Total,19.5
2015,DE,3670.0,FV,Q018,Total,Total,OVR,OVERALL,Total,38.2
2015,DE,3570.0,FV,Q019,Total,Total,OVR,OVERALL,Total,20.7
2015,DC,3472.0,FV,Q018,Total,Total,OVR,OVERALL,Total,37.1
2015,DC,3413.0,FV,Q019,Total,Total,OVR,OVERALL,Total,19.1
2015,FL,8642.0,FV,Q018,Total,Total,OVR,OVERALL,Total,39.0
2015,FL,8480.0,FV,Q019,Total,Total,OVR,OVERALL,Total,21.3
2015,GA,4144.0,FV,Q018,Total,Total,OVR,OVERALL,Total,44.8
2015,GA,4087.0,FV,Q019,Total,Total,OVR,OVERALL,Total,24.7
2015,HI,6572.0,FV,Q018,Total,Total,OVR,OVERALL,Total,41.3
2015,HI,6438.0,FV,Q019,Total,Total,OVR,OVERALL,Total,21.4
2015,ID,5332.0,FV,Q018,Total,Total,OVR,OVERALL,Total,39.4
2015,ID,5235.0,FV,Q019,Total,Total,OVR,OVERALL,Total,18.6
2015,IL,4954.0,FV,Q018,Total,Total,OVR,OVERALL,Total,38.5
2015,IL,4894.0,FV,Q019,Total,Total,OVR,OVERALL,Total,24.3
2015,IN,5504.0,FV,Q018,Total,Total,OVR,OVERALL,Total,42.9
2015,IN,5392.0,FV,Q019,Total,Total,OVR,OVERALL,Total,26.7
2015,IA,5659.0,FV,Q018,Total,Total,OVR,OVERALL,Total,41.7
2015,IA,5566.0,FV,Q019,Total,Total,OVR,OVERALL,Total,26.9
2015,KS,20529.0,FV,Q018,Total,Total,OVR,OVERALL,Total,43.7
2015,KS,20066.0,FV,Q019,Total,Total,OVR,OVERALL,Total,22.3
2015,KY,7968.0,FV,Q018,Total,Total,OVR,OVERALL,Total,46.9
2015,KY,7758.0,FV,Q019,Total,Total,OVR,OVERALL,Total,24.6
2015,LA,4119.0,FV,Q018,Total,Total,OVR,OVERALL,Total,50.4
2015,AZ,7166.0,PA,Q047,Total,Total,OVR,OVERALL,Total,24.7
2015,LA,4038.0,FV,Q019,Total,Total,OVR,OVERALL,Total,31.0
2015,ME,8474.0,FV,Q018,Total,Total,OVR,OVERALL,Total,35.2
2015,ME,8353.0,FV,Q019,Total,Total,OVR,OVERALL,Total,18.3
2015,MD,11252.0,FV,Q018,Total,Total,OVR,OVERALL,Total,36.0
2015,MD,11016.0,FV,Q019,Total,Total,OVR,OVERALL,Total,21.3
2015,MA,7951.0,FV,Q018,Total,Total,OVR,OVERALL,Total,34.0
2015,MA,7792.0,FV,Q019,Total,Total,OVR,OVERALL,Total,18.3
2015,MI,8250.0,FV,Q018,Total,Total,OVR,OVERALL,Total,39.7
2015,MI,8155.0,FV,Q019,Total,Total,OVR,OVERALL,Total,24.7
2015,MN,15383.0,FV,Q018,Total,Total,OVR,OVERALL,Total,37.1
2015,CO,11792.0,PA,Q047,Total,Total,OVR,OVERALL,Total,17.9
2015,MN,15076.0,FV,Q019,Total,Total,OVR,OVERALL,Total,22.4
2015,MS,5469.0,FV,Q018,Total,Total,OVR,OVERALL,Total,51.2
2015,MS,5402.0,FV,Q019,Total,Total,OVR,OVERALL,Total,31.2
2015,MO,6718.0,FV,Q018,Total,Total,OVR,OVERALL,Total,44.4
2015,MO,6576.0,FV,Q019,Total,Total,OVR,OVERALL,Total,23.3
2015,MT,5604.0,FV,Q018,Total,Total,OVR,OVERALL,Total,39.3
2015,MT,5502.0,FV,Q019,Total,Total,OVR,OVERALL,Total,19.3
2015,NE,16135.0,FV,Q018,Total,Total,OVR,OVERALL,Total,41.1
2015,NE,15850.0,FV,Q019,Total,Total,OVR,OVERALL,Total,24.7
2015,KS,20851.0,PA,Q047,Total,Total,OVR,OVERALL,Total,26.5
2015,NV,2669.0,FV,Q018,Total,Total,OVR,OVERALL,Total,36.9
2015,NV,2611.0,FV,Q019,Total,Total,OVR,OVERALL,Total,19.2
2015,MS,5715.0,PA,Q047,Total,Total,OVR,OVERALL,Total,36.8
2015,NH,6350.0,FV,Q018,Total,Total,OVR,OVERALL,Total,33.3
2015,NH,6211.0,FV,Q019,Total,Total,OVR,OVERALL,Total,17.3
2015,NJ,10240.0,FV,Q018,Total,Total,OVR,OVERALL,Total,35.9
2015,NJ,10059.0,FV,Q019,Total,Total,OVR,OVERALL,Total,22.1
2015,NM,6058.0,FV,Q018,Total,Total,OVR,OVERALL,Total,43.1
2015,NM,5959.0,FV,Q019,Total,Total,OVR,OVERALL,Total,21.5
2015,OR,4819.0,PA,Q047,Total,Total,OVR,OVERALL,Total,18.8
2015,NY,10917.0,FV,Q018,Total,Total,OVR,OVERALL,Total,37.4
2015,NY,10698.0,FV,Q019,Total,Total,OVR,OVERALL,Total,22.4
2015,NC,6085.0,FV,Q018,Total,Total,OVR,OVERALL,Total,43.3
2015,NC,5958.0,FV,Q019,Total,Total,OVR,OVERALL,Total,21.6
2015,ND,4578.0,FV,Q018,Total,Total,OVR,OVERALL,Total,40.5
2015,ND,4518.0,FV,Q019,Total,Total,OVR,OVERALL,Total,27.5
2015,OH,10732.0,FV,Q018,Total,Total,OVR,OVERALL,Total,42.9
2015,OH,10508.0,FV,Q019,Total,Total,OVR,OVERALL,Total,24.7
2015,OK,6411.0,FV,Q018,Total,Total,OVR,OVERALL,Total,51.1
2015,VT,6006.0,PA,Q047,Total,Total,OVR,OVERALL,Total,22.2
2015,OK,6262.0,FV,Q019,Total,Total,OVR,OVERALL,Total,24.5
2015,OR,4739.0,FV,Q018,Total,Total,OVR,OVERALL,Total,36.5
2015,OR,4651.0,FV,Q019,Total,Total,OVR,OVERALL,Total,16.5
2015,PA,5179.0,FV,Q018,Total,Total,OVR,OVERALL,Total,39.3
