yearend,locationabbr,sample_size,age(years),classid,questionid,stratificationcategory1,stratification1,stratificationcategoryid1,stratificationid1,data_value
2015,LA,1351.0,65 or older,PA,Q045,Age (years),65 or older,AGEYR,AGEYR65PLUS,32.1
2015,LA,206.0,18 - 24,PA,Q045,Age (years),18 - 24,AGEYR,AGEYR1824,35.0
2015,LA,974.0,55 - 64,PA,Q046,Age (years),55 - 64,AGEYR,AGEYR5564,17.1
2015,LA,1414.0,65 or older,PA,Q046,Age (years),65 or older,AGEYR,AGEYR65PLUS,19.1
2015,LA,660.0,45 - 54,PA,Q046,Age (years),45 - 54,AGEYR,AGEYR4554,23.7
2015,LA,471.0,35 - 44,PA,Q046,Age (years),35 - 44,AGEYR,AGEYR3544,27.1
2015,LA,422.0,25 - 34,PA,Q046,Age (years),25 - 34,AGEYR,AGEYR2534,37.4
2015,LA,215.0,18 - 24,PA,Q046,Age (years),18 - 24,AGEYR,AGEYR1824,43.8
2015,LA,225.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,21.2
2015,LA,429.0,25 - 34,PA,Q047,Age (years),25 - 34,AGEYR,AGEYR2534,22.4
2015,LA,474.0,35 - 44,PA,Q047,Age (years),35 - 44,AGEYR,AGEYR3544,30.2
2015,LA,671.0,45 - 54,PA,Q047,Age (years),45 - 54,AGEYR,AGEYR4554,35.4
2015,LA,1453.0,65 or older,PA,Q047,Age (years),65 or older,AGEYR,AGEYR65PLUS,39.0
2015,LA,984.0,55 - 64,PA,Q047,Age (years),55 - 64,AGEYR,AGEYR5564,40.3
2015,ME,861.0,35 - 44,PA,Q043,Age (years),35 - 44,AGEYR,AGEYR3544,51.5
2015,ME,1375.0,45 - 54,PA,Q043,Age (years),45 - 54,AGEYR,AGEYR4554,52.5
2015,ME,2106.0,55 - 64,PA,Q043,Age (years),55 - 64,AGEYR,AGEYR5564,53.2
2015,ME,563.0,25 - 34,PA,Q043,Age (years),25 - 34,AGEYR,AGEYR2534,54.3
2015,ME,3090.0,65 or older,PA,Q043,Age (years),65 or older,AGEYR,AGEYR65PLUS,55.8
2015,ME,276.0,18 - 24,PA,Q043,Age (years),18 - 24,AGEYR,AGEYR1824,56.3
2015,ME,3055.0,65 or older,PA,Q044,Age (years),65 or older,AGEYR,AGEYR65PLUS,17.4
2015,ME,1366.0,45 - 54,PA,Q044,Age (years),45 - 54,AGEYR,AGEYR4554,17.9
2015,ME,2090.0,55 - 64,PA,Q044,Age (years),55 - 64,AGEYR,AGEYR5564,18.0
2015,ME,858.0,35 - 44,PA,Q044,Age (years),35 - 44,AGEYR,AGEYR3544,18.9
2015,ME,558.0,25 - 34,PA,Q044,Age (years),25 - 34,AGEYR,AGEYR2534,19.5
2015,ME,272.0,18 - 24,PA,Q044,Age (years),18 - 24,AGEYR,AGEYR1824,25.1
2015,ME,860.0,35 - 44,PA,Q045,Age (years),35 - 44,AGEYR,AGEYR3544,31.3
2015,ME,1364.0,45 - 54,PA,Q045,Age (years),45 - 54,AGEYR,AGEYR4554,32.6
2015,ME,275.0,18 - 24,PA,Q045,Age (years),18 - 24,AGEYR,AGEYR1824,33.9
2015,ME,2097.0,55 - 64,PA,Q045,Age (years),55 - 64,AGEYR,AGEYR5564,35.1
2015,ME,558.0,25 - 34,PA,Q045,Age (years),25 - 34,AGEYR,AGEYR2534,36.5
2015,ME,3054.0,65 or older,PA,Q045,Age (years),65 or older,AGEYR,AGEYR65PLUS,41.2
2015,ME,3169.0,65 or older,PA,Q046,Age (years),65 or older,AGEYR,AGEYR65PLUS,23.6
2015,ME,2161.0,55 - 64,PA,Q046,Age (years),55 - 64,AGEYR,AGEYR5564,24.2
2015,ME,1396.0,45 - 54,PA,Q046,Age (years),45 - 54,AGEYR,AGEYR4554,24.7
2015,ME,871.0,35 - 44,PA,Q046,Age (years),35 - 44,AGEYR,AGEYR3544,30.4
2015,ME,563.0,25 - 34,PA,Q046,Age (years),25 - 34,AGEYR,AGEYR2534,31.5
2015,ME,278.0,18 - 24,PA,Q046,Age (years),18 - 24,AGEYR,AGEYR1824,42.4
2015,ME,283.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,16.3
2015,ME,570.0,25 - 34,PA,Q047,Age (years),25 - 34,AGEYR,AGEYR2534,19.2
2015,ME,877.0,35 - 44,PA,Q047,Age (years),35 - 44,AGEYR,AGEYR3544,20.9
2015,ME,1411.0,45 - 54,PA,Q047,Age (years),45 - 54,AGEYR,AGEYR4554,25.7
2015,ME,2177.0,55 - 64,PA,Q047,Age (years),55 - 64,AGEYR,AGEYR5564,27.9
2015,ME,3210.0,65 or older,PA,Q047,Age (years),65 or older,AGEYR,AGEYR65PLUS,30.7
2015,MD,1091.0,35 - 44,PA,Q043,Age (years),35 - 44,AGEYR,AGEYR3544,48.5
2015,MD,1933.0,45 - 54,PA,Q043,Age (years),45 - 54,AGEYR,AGEYR4554,49.2
2015,MD,2555.0,55 - 64,PA,Q043,Age (years),55 - 64,AGEYR,AGEYR5564,53.2
2015,MD,4359.0,65 or older,PA,Q043,Age (years),65 or older,AGEYR,AGEYR65PLUS,53.4
2015,MD,597.0,25 - 34,PA,Q043,Age (years),25 - 34,AGEYR,AGEYR2534,55.7
2015,MD,291.0,18 - 24,PA,Q043,Age (years),18 - 24,AGEYR,AGEYR1824,59.3
2015,MD,4287.0,65 or older,PA,Q044,Age (years),65 or older,AGEYR,AGEYR65PLUS,16.8
2015,MD,2524.0,55 - 64,PA,Q044,Age (years),55 - 64,AGEYR,AGEYR5564,19.5
2015,MD,1912.0,45 - 54,PA,Q044,Age (years),45 - 54,AGEYR,AGEYR4554,19.8
2015,MD,1075.0,35 - 44,PA,Q044,Age (years),35 - 44,AGEYR,AGEYR3544,20.4
2015,MD,588.0,25 - 34,PA,Q044,Age (years),25 - 34,AGEYR,AGEYR2534,29.4
2015,MD,1103.0,35 - 44,PA,Q046,Age (years),35 - 44,AGEYR,AGEYR3544,32.2
2015,MD,289.0,18 - 24,PA,Q044,Age (years),18 - 24,AGEYR,AGEYR1824,35.2
2015,MD,1087.0,35 - 44,PA,Q045,Age (years),35 - 44,AGEYR,AGEYR3544,24.8
2015,MD,1917.0,45 - 54,PA,Q045,Age (years),45 - 54,AGEYR,AGEYR4554,27.1
2015,MD,593.0,25 - 34,PA,Q045,Age (years),25 - 34,AGEYR,AGEYR2534,29.8
2015,MD,290.0,18 - 24,PA,Q045,Age (years),18 - 24,AGEYR,AGEYR1824,32.1
2015,MD,2539.0,55 - 64,PA,Q045,Age (years),55 - 64,AGEYR,AGEYR5564,33.3
2015,MD,4302.0,65 or older,PA,Q045,Age (years),65 or older,AGEYR,AGEYR65PLUS,39.0
2015,MD,4468.0,65 or older,PA,Q046,Age (years),65 or older,AGEYR,AGEYR65PLUS,24.3
2015,MD,2741.0,55 - 64,PA,Q046,Age (years),55 - 64,AGEYR,AGEYR5564,26.7
2015,MD,1987.0,45 - 54,PA,Q046,Age (years),45 - 54,AGEYR,AGEYR4554,28.7
2015,MD,606.0,25 - 34,PA,Q046,Age (years),25 - 34,AGEYR,AGEYR2534,41.7
2015,MD,297.0,18 - 24,PA,Q046,Age (years),18 - 24,AGEYR,AGEYR1824,47.6
2015,MD,617.0,25 - 34,PA,Q047,Age (years),25 - 34,AGEYR,AGEYR2534,16.9
2015,MD,301.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,18.6
2015,MD,1121.0,35 - 44,PA,Q047,Age (years),35 - 44,AGEYR,AGEYR3544,22.1
2015,MD,2780.0,55 - 64,PA,Q047,Age (years),55 - 64,AGEYR,AGEYR5564,25.0
2015,MD,2019.0,45 - 54,PA,Q047,Age (years),45 - 54,AGEYR,AGEYR4554,27.8
2015,MD,4555.0,65 or older,PA,Q047,Age (years),65 or older,AGEYR,AGEYR65PLUS,31.6
2015,MA,1439.0,45 - 54,PA,Q043,Age (years),45 - 54,AGEYR,AGEYR4554,50.5
2015,MA,927.0,35 - 44,PA,Q043,Age (years),35 - 44,AGEYR,AGEYR3544,50.7
2015,MA,928.0,25 - 34,PA,Q043,Age (years),25 - 34,AGEYR,AGEYR2534,52.0
2015,MA,1624.0,55 - 64,PA,Q043,Age (years),55 - 64,AGEYR,AGEYR5564,52.0
2015,MA,2256.0,65 or older,PA,Q043,Age (years),65 or older,AGEYR,AGEYR65PLUS,52.2
2015,MA,520.0,18 - 24,PA,Q043,Age (years),18 - 24,AGEYR,AGEYR1824,53.8
2015,MA,2201.0,65 or older,PA,Q044,Age (years),65 or older,AGEYR,AGEYR65PLUS,18.9
2015,MA,1414.0,45 - 54,PA,Q044,Age (years),45 - 54,AGEYR,AGEYR4554,19.1
2015,MA,1597.0,55 - 64,PA,Q044,Age (years),55 - 64,AGEYR,AGEYR5564,19.8
2015,MA,915.0,35 - 44,PA,Q044,Age (years),35 - 44,AGEYR,AGEYR3544,20.1
2015,MA,913.0,25 - 34,PA,Q044,Age (years),25 - 34,AGEYR,AGEYR2534,23.0
2015,MA,511.0,18 - 24,PA,Q044,Age (years),18 - 24,AGEYR,AGEYR1824,29.4
2015,MA,920.0,35 - 44,PA,Q045,Age (years),35 - 44,AGEYR,AGEYR3544,25.8
2015,MA,921.0,25 - 34,PA,Q045,Age (years),25 - 34,AGEYR,AGEYR2534,28.0
2015,MA,519.0,18 - 24,PA,Q045,Age (years),18 - 24,AGEYR,AGEYR1824,30.4
2015,MA,1428.0,45 - 54,PA,Q045,Age (years),45 - 54,AGEYR,AGEYR4554,31.4
2015,MA,1615.0,55 - 64,PA,Q045,Age (years),55 - 64,AGEYR,AGEYR5564,31.9
2015,MA,2227.0,65 or older,PA,Q045,Age (years),65 or older,AGEYR,AGEYR65PLUS,37.7
2015,MA,2310.0,65 or older,PA,Q046,Age (years),65 or older,AGEYR,AGEYR65PLUS,25.5
2015,MA,1699.0,55 - 64,PA,Q046,Age (years),55 - 64,AGEYR,AGEYR5564,26.7
2015,MA,1488.0,45 - 54,PA,Q046,Age (years),45 - 54,AGEYR,AGEYR4554,29.5
2015,MA,949.0,35 - 44,PA,Q046,Age (years),35 - 44,AGEYR,AGEYR3544,29.8
2015,MA,951.0,25 - 34,PA,Q046,Age (years),25 - 34,AGEYR,AGEYR2534,34.4
2015,MA,528.0,18 - 24,PA,Q046,Age (years),18 - 24,AGEYR,AGEYR1824,49.3
2015,MA,546.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,17.6
2015,MA,968.0,25 - 34,PA,Q047,Age (years),25 - 34,AGEYR,AGEYR2534,23.1
2015,MA,969.0,35 - 44,PA,Q047,Age (years),35 - 44,AGEYR,AGEYR3544,25.6
2015,MA,1519.0,45 - 54,PA,Q047,Age (years),45 - 54,AGEYR,AGEYR4554,26.9
2015,MA,1728.0,55 - 64,PA,Q047,Age (years),55 - 64,AGEYR,AGEYR5564,28.4
2015,MA,2375.0,65 or older,PA,Q047,Age (years),65 or older,AGEYR,AGEYR65PLUS,33.3
2015,MI,1414.0,45 - 54,PA,Q043,Age (years),45 - 54,AGEYR,AGEYR4554,47.3
2015,MI,791.0,25 - 34,PA,Q043,Age (years),25 - 34,AGEYR,AGEYR2534,50.5
2015,MI,905.0,35 - 44,PA,Q043,Age (years),35 - 44,AGEYR,AGEYR3544,50.6
2015,MI,1824.0,55 - 64,PA,Q043,Age (years),55 - 64,AGEYR,AGEYR5564,54.3
2015,MI,2601.0,65 or older,PA,Q043,Age (years),65 or older,AGEYR,AGEYR65PLUS,54.6
2015,MI,583.0,18 - 24,PA,Q043,Age (years),18 - 24,AGEYR,AGEYR1824,55.0
2015,MI,1403.0,45 - 54,PA,Q044,Age (years),45 - 54,AGEYR,AGEYR4554,15.6
2015,MI,2567.0,65 or older,PA,Q044,Age (years),65 or older,AGEYR,AGEYR65PLUS,16.1
2015,MI,894.0,35 - 44,PA,Q044,Age (years),35 - 44,AGEYR,AGEYR3544,18.5
2015,MI,1812.0,55 - 64,PA,Q044,Age (years),55 - 64,AGEYR,AGEYR5564,19.0
2015,MI,785.0,25 - 34,PA,Q044,Age (years),25 - 34,AGEYR,AGEYR2534,23.4
2015,MI,576.0,18 - 24,PA,Q044,Age (years),18 - 24,AGEYR,AGEYR1824,27.8
2015,MI,790.0,25 - 34,PA,Q045,Age (years),25 - 34,AGEYR,AGEYR2534,28.1
2015,MI,1409.0,45 - 54,PA,Q045,Age (years),45 - 54,AGEYR,AGEYR4554,30.1
2015,MI,900.0,35 - 44,PA,Q045,Age (years),35 - 44,AGEYR,AGEYR3544,30.3
2015,MI,1820.0,55 - 64,PA,Q045,Age (years),55 - 64,AGEYR,AGEYR5564,34.2
2015,MI,580.0,18 - 24,PA,Q045,Age (years),18 - 24,AGEYR,AGEYR1824,34.4
2015,MI,2580.0,65 or older,PA,Q045,Age (years),65 or older,AGEYR,AGEYR65PLUS,40.9
2015,MI,2655.0,65 or older,PA,Q046,Age (years),65 or older,AGEYR,AGEYR65PLUS,21.6
2015,MI,1450.0,45 - 54,PA,Q046,Age (years),45 - 54,AGEYR,AGEYR4554,24.4
2015,MI,1866.0,55 - 64,PA,Q046,Age (years),55 - 64,AGEYR,AGEYR5564,26.1
2015,MI,913.0,35 - 44,PA,Q046,Age (years),35 - 44,AGEYR,AGEYR3544,31.7
2015,MI,803.0,25 - 34,PA,Q046,Age (years),25 - 34,AGEYR,AGEYR2534,35.4
2015,MI,588.0,18 - 24,PA,Q046,Age (years),18 - 24,AGEYR,AGEYR1824,42.9
2015,MI,599.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,17.7
2015,MI,929.0,35 - 44,PA,Q047,Age (years),35 - 44,AGEYR,AGEYR3544,22.0
2015,MI,815.0,25 - 34,PA,Q047,Age (years),25 - 34,AGEYR,AGEYR2534,25.2
2015,MI,1881.0,55 - 64,PA,Q047,Age (years),55 - 64,AGEYR,AGEYR5564,26.3
2015,MI,1468.0,45 - 54,PA,Q047,Age (years),45 - 54,AGEYR,AGEYR4554,27.5
2015,MI,2699.0,65 or older,PA,Q047,Age (years),65 or older,AGEYR,AGEYR65PLUS,30.6
2015,MN,1889.0,35 - 44,PA,Q043,Age (years),35 - 44,AGEYR,AGEYR3544,52.5
2015,MN,2608.0,45 - 54,PA,Q043,Age (years),45 - 54,AGEYR,AGEYR4554,53.1
2015,MN,1585.0,25 - 34,PA,Q043,Age (years),25 - 34,AGEYR,AGEYR2534,54.0
2015,MN,942.0,18 - 24,PA,Q043,Age (years),18 - 24,AGEYR,AGEYR1824,55.4
2015,MN,4586.0,65 or older,PA,Q043,Age (years),65 or older,AGEYR,AGEYR65PLUS,56.2
2015,MN,3449.0,55 - 64,PA,Q043,Age (years),55 - 64,AGEYR,AGEYR5564,58.0
2015,MN,4494.0,65 or older,PA,Q044,Age (years),65 or older,AGEYR,AGEYR65PLUS,19.3
2015,MN,3412.0,55 - 64,PA,Q044,Age (years),55 - 64,AGEYR,AGEYR5564,20.7
2015,MN,2587.0,45 - 54,PA,Q044,Age (years),45 - 54,AGEYR,AGEYR4554,21.4
2015,MN,1564.0,25 - 34,PA,Q044,Age (years),25 - 34,AGEYR,AGEYR2534,21.5
2015,MN,1870.0,35 - 44,PA,Q044,Age (years),35 - 44,AGEYR,AGEYR3544,21.8
2015,MN,929.0,18 - 24,PA,Q044,Age (years),18 - 24,AGEYR,AGEYR1824,28.6
2015,MN,1870.0,35 - 44,PA,Q045,Age (years),35 - 44,AGEYR,AGEYR3544,28.7
2015,MN,1573.0,25 - 34,PA,Q045,Age (years),25 - 34,AGEYR,AGEYR2534,30.1
2015,MN,2585.0,45 - 54,PA,Q045,Age (years),45 - 54,AGEYR,AGEYR4554,31.9
2015,MN,935.0,18 - 24,PA,Q045,Age (years),18 - 24,AGEYR,AGEYR1824,32.6
2015,MN,3424.0,55 - 64,PA,Q045,Age (years),55 - 64,AGEYR,AGEYR5564,37.3
2015,MN,4523.0,65 or older,PA,Q045,Age (years),65 or older,AGEYR,AGEYR65PLUS,40.0
2015,MN,4660.0,65 or older,PA,Q046,Age (years),65 or older,AGEYR,AGEYR65PLUS,26.6
2015,MN,3547.0,55 - 64,PA,Q046,Age (years),55 - 64,AGEYR,AGEYR5564,28.0
2015,MN,2697.0,45 - 54,PA,Q046,Age (years),45 - 54,AGEYR,AGEYR4554,30.7
2015,AR,412.0,35 - 44,OWS,Q036,Age (years),35 - 44,AGEYR,AGEYR3544,39.9
2015,CA,1988.0,45 - 54,OWS,Q036,Age (years),45 - 54,AGEYR,AGEYR4554,27.7
2015,MN,1913.0,35 - 44,PA,Q046,Age (years),35 - 44,AGEYR,AGEYR3544,31.8
2015,MN,1607.0,25 - 34,PA,Q046,Age (years),25 - 34,AGEYR,AGEYR2534,34.8
2015,MN,952.0,18 - 24,PA,Q046,Age (years),18 - 24,AGEYR,AGEYR1824,44.6
2015,MN,971.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,16.0
2015,MN,1640.0,25 - 34,PA,Q047,Age (years),25 - 34,AGEYR,AGEYR2534,16.9
2015,MN,1939.0,35 - 44,PA,Q047,Age (years),35 - 44,AGEYR,AGEYR3544,19.9
2015,MN,2729.0,45 - 54,PA,Q047,Age (years),45 - 54,AGEYR,AGEYR4554,22.5
2015,MN,3592.0,55 - 64,PA,Q047,Age (years),55 - 64,AGEYR,AGEYR5564,22.6
2015,MN,4758.0,65 or older,PA,Q047,Age (years),65 or older,AGEYR,AGEYR65PLUS,29.5
2015,CO,1996.0,45 - 54,OWS,Q036,Age (years),45 - 54,AGEYR,AGEYR4554,24.1
2015,MS,806.0,45 - 54,PA,Q043,Age (years),45 - 54,AGEYR,AGEYR4554,29.6
2015,MS,1273.0,55 - 64,PA,Q043,Age (years),55 - 64,AGEYR,AGEYR5564,34.4
2015,MS,2159.0,65 or older,PA,Q043,Age (years),65 or older,AGEYR,AGEYR65PLUS,37.6
2015,MS,562.0,35 - 44,PA,Q043,Age (years),35 - 44,AGEYR,AGEYR3544,39.2
2015,MS,452.0,25 - 34,PA,Q043,Age (years),25 - 34,AGEYR,AGEYR2534,41.0
2015,MS,214.0,18 - 24,PA,Q043,Age (years),18 - 24,AGEYR,AGEYR1824,48.4
2015,MS,213.0,18 - 24,PA,Q045,Age (years),18 - 24,AGEYR,AGEYR1824,29.2
2015,MS,2139.0,65 or older,PA,Q044,Age (years),65 or older,AGEYR,AGEYR65PLUS,8.2
2015,MS,804.0,45 - 54,PA,Q044,Age (years),45 - 54,AGEYR,AGEYR4554,9.6
2015,MS,1264.0,55 - 64,PA,Q044,Age (years),55 - 64,AGEYR,AGEYR5564,9.7
2015,MS,556.0,35 - 44,PA,Q044,Age (years),35 - 44,AGEYR,AGEYR3544,17.2
2015,MS,448.0,25 - 34,PA,Q044,Age (years),25 - 34,AGEYR,AGEYR2534,19.4
2015,MS,213.0,18 - 24,PA,Q044,Age (years),18 - 24,AGEYR,AGEYR1824,31.8
2015,MS,804.0,45 - 54,PA,Q045,Age (years),45 - 54,AGEYR,AGEYR4554,16.8
2015,MS,1268.0,55 - 64,PA,Q045,Age (years),55 - 64,AGEYR,AGEYR5564,19.5
2015,MS,560.0,35 - 44,PA,Q045,Age (years),35 - 44,AGEYR,AGEYR3544,20.3
2015,MS,450.0,25 - 34,PA,Q045,Age (years),25 - 34,AGEYR,AGEYR2534,20.6
2015,MS,2142.0,65 or older,PA,Q045,Age (years),65 or older,AGEYR,AGEYR65PLUS,25.9
2015,MS,2272.0,65 or older,PA,Q046,Age (years),65 or older,AGEYR,AGEYR65PLUS,15.9
2015,MS,1307.0,55 - 64,PA,Q046,Age (years),55 - 64,AGEYR,AGEYR5564,16.4
2015,MS,835.0,45 - 54,PA,Q046,Age (years),45 - 54,AGEYR,AGEYR4554,20.0
2015,MS,571.0,35 - 44,PA,Q046,Age (years),35 - 44,AGEYR,AGEYR3544,28.7
2015,MS,457.0,25 - 34,PA,Q046,Age (years),25 - 34,AGEYR,AGEYR2534,34.6
2015,MS,216.0,18 - 24,PA,Q046,Age (years),18 - 24,AGEYR,AGEYR1824,50.2
2015,MS,217.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,23.1
2015,MS,463.0,25 - 34,PA,Q047,Age (years),25 - 34,AGEYR,AGEYR2534,27.9
2015,MS,580.0,35 - 44,PA,Q047,Age (years),35 - 44,AGEYR,AGEYR3544,34.5
2015,MS,840.0,45 - 54,PA,Q047,Age (years),45 - 54,AGEYR,AGEYR4554,42.7
2015,MS,2295.0,65 or older,PA,Q047,Age (years),65 or older,AGEYR,AGEYR65PLUS,42.8
2015,MS,1320.0,55 - 64,PA,Q047,Age (years),55 - 64,AGEYR,AGEYR5564,46.2
2015,MO,1007.0,45 - 54,PA,Q043,Age (years),45 - 54,AGEYR,AGEYR4554,47.4
2015,MO,1411.0,55 - 64,PA,Q043,Age (years),55 - 64,AGEYR,AGEYR5564,49.5
2015,MO,629.0,35 - 44,PA,Q043,Age (years),35 - 44,AGEYR,AGEYR3544,50.0
2015,MO,2531.0,65 or older,PA,Q043,Age (years),65 or older,AGEYR,AGEYR65PLUS,51.9
2015,MO,617.0,25 - 34,PA,Q043,Age (years),25 - 34,AGEYR,AGEYR2534,52.0
2015,MO,376.0,18 - 24,PA,Q043,Age (years),18 - 24,AGEYR,AGEYR1824,52.5
2015,MO,381.0,18 - 24,PA,Q046,Age (years),18 - 24,AGEYR,AGEYR1824,39.9
2015,MO,2505.0,65 or older,PA,Q044,Age (years),65 or older,AGEYR,AGEYR65PLUS,15.2
2015,MO,1403.0,55 - 64,PA,Q044,Age (years),55 - 64,AGEYR,AGEYR5564,15.4
2015,MO,1001.0,45 - 54,PA,Q044,Age (years),45 - 54,AGEYR,AGEYR4554,17.2
2015,MO,624.0,35 - 44,PA,Q044,Age (years),35 - 44,AGEYR,AGEYR3544,20.6
2015,MO,1045.0,45 - 54,PA,Q046,Age (years),45 - 54,AGEYR,AGEYR4554,25.6
2015,MO,615.0,25 - 34,PA,Q044,Age (years),25 - 34,AGEYR,AGEYR2534,23.5
2015,MO,370.0,18 - 24,PA,Q044,Age (years),18 - 24,AGEYR,AGEYR1824,25.5
2015,MO,1001.0,45 - 54,PA,Q045,Age (years),45 - 54,AGEYR,AGEYR4554,28.0
2015,MO,1403.0,55 - 64,PA,Q045,Age (years),55 - 64,AGEYR,AGEYR5564,29.1
2015,MO,614.0,25 - 34,PA,Q045,Age (years),25 - 34,AGEYR,AGEYR2534,29.6
2015,MO,373.0,18 - 24,PA,Q045,Age (years),18 - 24,AGEYR,AGEYR1824,30.6
2015,MO,629.0,35 - 44,PA,Q045,Age (years),35 - 44,AGEYR,AGEYR3544,31.7
2015,MO,2501.0,65 or older,PA,Q045,Age (years),65 or older,AGEYR,AGEYR65PLUS,40.5
2015,MO,2608.0,65 or older,PA,Q046,Age (years),65 or older,AGEYR,AGEYR65PLUS,21.3
2015,MO,1465.0,55 - 64,PA,Q046,Age (years),55 - 64,AGEYR,AGEYR5564,21.9
2015,MO,642.0,35 - 44,PA,Q046,Age (years),35 - 44,AGEYR,AGEYR3544,29.7
2015,MO,629.0,25 - 34,PA,Q046,Age (years),25 - 34,AGEYR,AGEYR2534,39.7
2015,MO,634.0,25 - 34,PA,Q047,Age (years),25 - 34,AGEYR,AGEYR2534,18.8
2015,MO,390.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,18.9
2015,MO,649.0,35 - 44,PA,Q047,Age (years),35 - 44,AGEYR,AGEYR3544,24.9
2015,MO,1477.0,55 - 64,PA,Q047,Age (years),55 - 64,AGEYR,AGEYR5564,30.2
2015,MO,1056.0,45 - 54,PA,Q047,Age (years),45 - 54,AGEYR,AGEYR4554,31.6
2015,MO,2645.0,65 or older,PA,Q047,Age (years),65 or older,AGEYR,AGEYR65PLUS,33.6
2015,MT,526.0,35 - 44,PA,Q043,Age (years),35 - 44,AGEYR,AGEYR3544,56.0
2015,MT,277.0,18 - 24,PA,Q043,Age (years),18 - 24,AGEYR,AGEYR1824,56.2
2015,MT,461.0,25 - 34,PA,Q043,Age (years),25 - 34,AGEYR,AGEYR2534,56.9
2015,MT,1369.0,55 - 64,PA,Q043,Age (years),55 - 64,AGEYR,AGEYR5564,59.4
2015,MT,2118.0,65 or older,PA,Q043,Age (years),65 or older,AGEYR,AGEYR65PLUS,59.4
2015,MT,785.0,45 - 54,PA,Q043,Age (years),45 - 54,AGEYR,AGEYR4554,59.9
2015,MT,1362.0,55 - 64,PA,Q044,Age (years),55 - 64,AGEYR,AGEYR5564,21.6
2015,MT,2096.0,65 or older,PA,Q044,Age (years),65 or older,AGEYR,AGEYR65PLUS,21.9
2015,MT,523.0,35 - 44,PA,Q044,Age (years),35 - 44,AGEYR,AGEYR3544,23.0
2015,MT,783.0,45 - 54,PA,Q044,Age (years),45 - 54,AGEYR,AGEYR4554,26.0
2015,MT,461.0,25 - 34,PA,Q044,Age (years),25 - 34,AGEYR,AGEYR2534,26.9
2015,MT,271.0,18 - 24,PA,Q044,Age (years),18 - 24,AGEYR,AGEYR1824,30.9
2015,MT,456.0,25 - 34,PA,Q045,Age (years),25 - 34,AGEYR,AGEYR2534,33.1
2015,MT,276.0,18 - 24,PA,Q045,Age (years),18 - 24,AGEYR,AGEYR1824,35.2
2015,MT,780.0,45 - 54,PA,Q045,Age (years),45 - 54,AGEYR,AGEYR4554,39.7
2015,MT,524.0,35 - 44,PA,Q045,Age (years),35 - 44,AGEYR,AGEYR3544,40.0
2015,MT,1359.0,55 - 64,PA,Q045,Age (years),55 - 64,AGEYR,AGEYR5564,42.6
2015,MT,2093.0,65 or older,PA,Q045,Age (years),65 or older,AGEYR,AGEYR65PLUS,46.0
2015,MT,2182.0,65 or older,PA,Q046,Age (years),65 or older,AGEYR,AGEYR65PLUS,27.3
2015,MT,1420.0,55 - 64,PA,Q046,Age (years),55 - 64,AGEYR,AGEYR5564,28.5
2015,MT,537.0,35 - 44,PA,Q046,Age (years),35 - 44,AGEYR,AGEYR3544,31.3
2015,MT,813.0,45 - 54,PA,Q046,Age (years),45 - 54,AGEYR,AGEYR4554,33.8
2015,MT,472.0,25 - 34,PA,Q046,Age (years),25 - 34,AGEYR,AGEYR2534,36.3
2015,MT,280.0,18 - 24,PA,Q046,Age (years),18 - 24,AGEYR,AGEYR1824,46.2
2015,MT,285.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,14.8
2015,MT,474.0,25 - 34,PA,Q047,Age (years),25 - 34,AGEYR,AGEYR2534,18.9
2015,MT,542.0,35 - 44,PA,Q047,Age (years),35 - 44,AGEYR,AGEYR3544,21.6
2015,MT,1428.0,55 - 64,PA,Q047,Age (years),55 - 64,AGEYR,AGEYR5564,22.5
2015,MT,820.0,45 - 54,PA,Q047,Age (years),45 - 54,AGEYR,AGEYR4554,23.4
2015,MT,2208.0,65 or older,PA,Q047,Age (years),65 or older,AGEYR,AGEYR65PLUS,29.1
2015,NE,3517.0,55 - 64,PA,Q043,Age (years),55 - 64,AGEYR,AGEYR5564,47.8
2015,NE,1638.0,25 - 34,PA,Q043,Age (years),25 - 34,AGEYR,AGEYR2534,48.7
2015,NE,1762.0,35 - 44,PA,Q043,Age (years),35 - 44,AGEYR,AGEYR3544,50.9
2015,NE,2544.0,45 - 54,PA,Q043,Age (years),45 - 54,AGEYR,AGEYR4554,52.4
2015,NE,5467.0,65 or older,PA,Q043,Age (years),65 or older,AGEYR,AGEYR65PLUS,53.4
2015,NE,950.0,18 - 24,PA,Q043,Age (years),18 - 24,AGEYR,AGEYR1824,54.8
2015,NE,5396.0,65 or older,PA,Q044,Age (years),65 or older,AGEYR,AGEYR65PLUS,15.6
