yearend,locationabbr,sample_size,education,classid,questionid,stratificationcategory1,stratification1,stratificationcategoryid1,stratificationid1,data_value
2013,AZ,1294.0,College graduate,PA,Q045,Education,College graduate,EDU,EDUCOGRAD,37.2
2013,AZ,1315.0,College graduate,PA,Q046,Education,College graduate,EDU,EDUCOGRAD,38.9
2013,AZ,341.0,Less than high school,PA,Q046,Education,Less than high school,EDU,EDUHS,22.1
2013,AZ,994.0,High school graduate,PA,Q046,Education,High school graduate,EDU,EDUHSGRAD,24.9
2013,AZ,347.0,Less than high school,PA,Q047,Education,Less than high school,EDU,EDUHS,44.4
2013,AZ,1018.0,High school graduate,PA,Q047,Education,High school graduate,EDU,EDUHSGRAD,28.6
2013,AZ,1199.0,Some college or technical school,PA,Q047,Education,Some college or technical school,EDU,EDUCOTEC,21.3
2013,AZ,1330.0,College graduate,PA,Q047,Education,College graduate,EDU,EDUCOGRAD,14.8
2014,AZ,1004.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,32.1
2014,AZ,3230.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,29.8
2014,AZ,4149.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,32.1
2014,AZ,5423.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,21.6
2014,AZ,1004.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,36.1
2014,AZ,3230.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,33.7
2014,AZ,4149.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,33.3
2014,AZ,5423.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,38.6
2014,AZ,1126.0,Less than high school,PA,Q047,Education,Less than high school,EDU,EDUHS,34.1
2014,AZ,3451.0,High school graduate,PA,Q047,Education,High school graduate,EDU,EDUHSGRAD,24.2
2014,AZ,4407.0,Some college or technical school,PA,Q047,Education,Some college or technical school,EDU,EDUCOTEC,20.4
2014,AZ,5695.0,College graduate,PA,Q047,Education,College graduate,EDU,EDUCOGRAD,11.0
2011,AR,628.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,31.1
2011,AR,1645.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,33.0
2011,AR,1070.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,31.0
2011,AR,1175.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,26.4
2011,AR,628.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,33.2
2011,AR,1645.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,34.1
2011,AR,1070.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,34.4
2011,AR,1175.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,33.8
2011,AR,1168.0,College graduate,FV,Q018,Education,College graduate,EDU,EDUCOGRAD,40.7
2011,AR,1056.0,Some college or technical school,FV,Q018,Education,Some college or technical school,EDU,EDUCOTEC,42.4
2011,AR,1588.0,High school graduate,FV,Q018,Education,High school graduate,EDU,EDUHSGRAD,51.3
2011,AR,570.0,Less than high school,FV,Q018,Education,Less than high school,EDU,EDUHS,55.7
2011,AR,541.0,Less than high school,FV,Q019,Education,Less than high school,EDU,EDUHS,38.1
2011,AR,1542.0,High school graduate,FV,Q019,Education,High school graduate,EDU,EDUHSGRAD,32.9
2011,AR,1033.0,Some college or technical school,FV,Q019,Education,Some college or technical school,EDU,EDUCOTEC,25.2
2011,AR,1160.0,College graduate,FV,Q019,Education,College graduate,EDU,EDUCOGRAD,17.3
2011,AR,558.0,Less than high school,PA,Q043,Education,Less than high school,EDU,EDUHS,34.9
2011,AR,1537.0,High school graduate,PA,Q043,Education,High school graduate,EDU,EDUHSGRAD,43.9
2011,AR,1008.0,Some college or technical school,PA,Q043,Education,Some college or technical school,EDU,EDUCOTEC,48.8
2011,AR,1155.0,College graduate,PA,Q043,Education,College graduate,EDU,EDUCOGRAD,54.2
2011,AR,547.0,Less than high school,PA,Q044,Education,Less than high school,EDU,EDUHS,9.7
2011,AR,1518.0,High school graduate,PA,Q044,Education,High school graduate,EDU,EDUHSGRAD,16.1
2011,AR,1003.0,Some college or technical school,PA,Q044,Education,Some college or technical school,EDU,EDUCOTEC,18.0
2011,AR,1142.0,College graduate,PA,Q044,Education,College graduate,EDU,EDUCOGRAD,22.6
2011,AR,554.0,Less than high school,PA,Q045,Education,Less than high school,EDU,EDUHS,24.5
2011,AR,1526.0,High school graduate,PA,Q045,Education,High school graduate,EDU,EDUHSGRAD,27.5
2011,AR,1000.0,Some college or technical school,PA,Q045,Education,Some college or technical school,EDU,EDUCOTEC,29.6
2011,AR,1150.0,College graduate,PA,Q045,Education,College graduate,EDU,EDUCOGRAD,29.0
2011,AR,1050.0,Some college or technical school,PA,Q046,Education,Some college or technical school,EDU,EDUCOTEC,27.3
2011,AR,1166.0,College graduate,PA,Q046,Education,College graduate,EDU,EDUCOGRAD,33.5
2011,AR,1589.0,High school graduate,PA,Q046,Education,High school graduate,EDU,EDUHSGRAD,22.8
2011,AR,582.0,Less than high school,PA,Q046,Education,Less than high school,EDU,EDUHS,14.9
2011,AR,595.0,Less than high school,PA,Q047,Education,Less than high school,EDU,EDUHS,41.3
2011,AR,1610.0,High school graduate,PA,Q047,Education,High school graduate,EDU,EDUHSGRAD,34.6
2011,AR,1052.0,Some college or technical school,PA,Q047,Education,Some college or technical school,EDU,EDUCOTEC,26.8
2011,AR,1181.0,College graduate,PA,Q047,Education,College graduate,EDU,EDUCOGRAD,20.1
2012,AR,660.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,38.9
2012,AR,1775.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,36.0
2012,AR,1262.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,32.7
2012,AR,1235.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,30.7
2012,AR,660.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,31.6
2012,AR,1775.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,32.2
2012,AR,1262.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,37.1
2012,AR,1235.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,35.7
2012,AR,687.0,Less than high school,PA,Q047,Education,Less than high school,EDU,EDUHS,50.7
2012,AR,1859.0,High school graduate,PA,Q047,Education,High school graduate,EDU,EDUHSGRAD,35.7
2012,AR,1324.0,Some college or technical school,PA,Q047,Education,Some college or technical school,EDU,EDUCOTEC,24.5
2012,AR,1289.0,College graduate,PA,Q047,Education,College graduate,EDU,EDUCOGRAD,16.4
2013,AR,599.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,39.6
2013,AR,1844.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,36.0
2013,AR,1246.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,34.5
2013,AR,1318.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,27.2
2013,AR,599.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,33.0
2013,AR,1844.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,32.2
2013,AR,1246.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,37.2
2013,AR,1318.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,40.3
2013,AR,549.0,Less than high school,FV,Q018,Education,Less than high school,EDU,EDUHS,55.2
2013,AR,1744.0,High school graduate,FV,Q018,Education,High school graduate,EDU,EDUHSGRAD,52.5
2013,AR,1189.0,Some college or technical school,FV,Q018,Education,Some college or technical school,EDU,EDUCOTEC,51.6
2013,AR,1295.0,College graduate,FV,Q018,Education,College graduate,EDU,EDUCOGRAD,41.0
2013,AR,1166.0,Some college or technical school,FV,Q019,Education,Some college or technical school,EDU,EDUCOTEC,25.4
2013,AR,1278.0,College graduate,FV,Q019,Education,College graduate,EDU,EDUCOGRAD,17.2
2013,AR,1682.0,High school graduate,FV,Q019,Education,High school graduate,EDU,EDUHSGRAD,31.6
2013,AR,530.0,Less than high school,FV,Q019,Education,Less than high school,EDU,EDUHS,37.3
2013,AR,542.0,Less than high school,PA,Q043,Education,Less than high school,EDU,EDUHS,32.6
2013,AR,1686.0,High school graduate,PA,Q043,Education,High school graduate,EDU,EDUHSGRAD,37.6
2013,AR,1159.0,Some college or technical school,PA,Q043,Education,Some college or technical school,EDU,EDUCOTEC,44.9
2013,AR,1261.0,College graduate,PA,Q043,Education,College graduate,EDU,EDUCOGRAD,49.9
2013,AR,533.0,Less than high school,PA,Q044,Education,Less than high school,EDU,EDUHS,5.4
2013,AR,1658.0,High school graduate,PA,Q044,Education,High school graduate,EDU,EDUHSGRAD,10.9
2013,AR,1148.0,Some college or technical school,PA,Q044,Education,Some college or technical school,EDU,EDUCOTEC,17.5
2013,AR,1245.0,College graduate,PA,Q044,Education,College graduate,EDU,EDUCOGRAD,20.7
2013,AR,539.0,Less than high school,PA,Q045,Education,Less than high school,EDU,EDUHS,19.8
2013,AR,1678.0,High school graduate,PA,Q045,Education,High school graduate,EDU,EDUHSGRAD,24.2
2013,AR,1155.0,Some college or technical school,PA,Q045,Education,Some college or technical school,EDU,EDUCOTEC,27.6
2013,AR,1255.0,College graduate,PA,Q045,Education,College graduate,EDU,EDUCOGRAD,30.2
2013,AR,1181.0,Some college or technical school,PA,Q046,Education,Some college or technical school,EDU,EDUCOTEC,27.2
2013,AR,1279.0,College graduate,PA,Q046,Education,College graduate,EDU,EDUCOGRAD,29.5
2013,AR,1736.0,High school graduate,PA,Q046,Education,High school graduate,EDU,EDUHSGRAD,17.7
2013,AR,560.0,Less than high school,PA,Q046,Education,Less than high school,EDU,EDUHS,14.9
2013,AR,579.0,Less than high school,PA,Q047,Education,Less than high school,EDU,EDUHS,45.2
2013,AR,1776.0,High school graduate,PA,Q047,Education,High school graduate,EDU,EDUHSGRAD,40.3
2013,AR,1196.0,Some college or technical school,PA,Q047,Education,Some college or technical school,EDU,EDUCOTEC,29.1
2013,AR,1301.0,College graduate,PA,Q047,Education,College graduate,EDU,EDUCOGRAD,22.1
2014,AR,551.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,37.0
2014,AR,1730.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,38.0
2014,AR,1323.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,37.4
2014,AR,1270.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,28.7
2014,AR,551.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,29.4
2014,AR,1730.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,34.0
2014,AR,1323.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,35.3
2014,AR,1270.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,39.3
2014,AR,600.0,Less than high school,PA,Q047,Education,Less than high school,EDU,EDUHS,41.7
2014,AR,1857.0,High school graduate,PA,Q047,Education,High school graduate,EDU,EDUHSGRAD,37.3
2014,AR,1390.0,Some college or technical school,PA,Q047,Education,Some college or technical school,EDU,EDUCOTEC,25.3
2014,AR,1347.0,College graduate,PA,Q047,Education,College graduate,EDU,EDUCOGRAD,16.6
2011,CA,1870.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,32.9
2011,CA,3146.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,26.4
2011,CA,5375.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,24.0
2011,CA,6681.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,15.3
2011,CA,1870.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,40.3
2011,CA,3146.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,37.0
2011,CA,5375.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,34.5
2011,CA,6681.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,35.6
2011,CA,6442.0,College graduate,FV,Q018,Education,College graduate,EDU,EDUCOGRAD,23.2
2011,CA,1784.0,Less than high school,FV,Q018,Education,Less than high school,EDU,EDUHS,30.2
2011,CA,5173.0,Some college or technical school,FV,Q018,Education,Some college or technical school,EDU,EDUCOTEC,32.4
2011,CA,2973.0,High school graduate,FV,Q018,Education,High school graduate,EDU,EDUHSGRAD,36.6
2011,CA,1739.0,Less than high school,FV,Q019,Education,Less than high school,EDU,EDUHS,20.2
2011,CA,2928.0,High school graduate,FV,Q019,Education,High school graduate,EDU,EDUHSGRAD,20.2
2011,CA,5108.0,Some college or technical school,FV,Q019,Education,Some college or technical school,EDU,EDUCOTEC,17.0
2011,CA,6402.0,College graduate,FV,Q019,Education,College graduate,EDU,EDUCOGRAD,10.4
2011,CA,1867.0,Less than high school,PA,Q043,Education,Less than high school,EDU,EDUHS,44.6
2011,CA,3056.0,High school graduate,PA,Q043,Education,High school graduate,EDU,EDUHSGRAD,55.0
2011,CA,5225.0,Some college or technical school,PA,Q043,Education,Some college or technical school,EDU,EDUCOTEC,61.5
2011,CA,6559.0,College graduate,PA,Q043,Education,College graduate,EDU,EDUCOGRAD,66.2
2011,CA,1852.0,Less than high school,PA,Q044,Education,Less than high school,EDU,EDUHS,12.4
2011,CA,3032.0,High school graduate,PA,Q044,Education,High school graduate,EDU,EDUHSGRAD,22.7
2011,CA,5190.0,Some college or technical school,PA,Q044,Education,Some college or technical school,EDU,EDUCOTEC,26.4
2011,CA,6534.0,College graduate,PA,Q044,Education,College graduate,EDU,EDUCOGRAD,29.0
2011,CA,1864.0,Less than high school,PA,Q045,Education,Less than high school,EDU,EDUHS,26.8
2011,CA,3047.0,High school graduate,PA,Q045,Education,High school graduate,EDU,EDUHSGRAD,34.3
2011,CA,5207.0,Some college or technical school,PA,Q045,Education,Some college or technical school,EDU,EDUCOTEC,39.6
2011,CA,6545.0,College graduate,PA,Q045,Education,College graduate,EDU,EDUCOGRAD,39.9
2011,CA,5227.0,Some college or technical school,PA,Q046,Education,Some college or technical school,EDU,EDUCOTEC,36.2
2011,CA,6567.0,College graduate,PA,Q046,Education,College graduate,EDU,EDUCOGRAD,36.7
2011,CA,3059.0,High school graduate,PA,Q046,Education,High school graduate,EDU,EDUHSGRAD,31.6
2011,CA,1871.0,Less than high school,PA,Q046,Education,Less than high school,EDU,EDUHS,19.0
2011,CA,1893.0,Less than high school,PA,Q047,Education,Less than high school,EDU,EDUHS,32.0
2011,CA,3093.0,High school graduate,PA,Q047,Education,High school graduate,EDU,EDUHSGRAD,21.7
2011,CA,5278.0,Some college or technical school,PA,Q047,Education,Some college or technical school,EDU,EDUCOTEC,15.6
2011,CA,6610.0,College graduate,PA,Q047,Education,College graduate,EDU,EDUCOGRAD,12.1
2012,CA,1578.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,34.8
2012,CA,2568.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,26.4
2012,CA,3620.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,26.3
2012,CA,5869.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,16.0
2012,CA,1578.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,37.8
2012,CA,2568.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,36.2
2012,CA,3620.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,34.3
2012,CA,5869.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,34.2
2012,CA,1598.0,Less than high school,PA,Q047,Education,Less than high school,EDU,EDUHS,30.4
2012,CA,2535.0,High school graduate,PA,Q047,Education,High school graduate,EDU,EDUHSGRAD,22.6
2012,CA,3576.0,Some college or technical school,PA,Q047,Education,Some college or technical school,EDU,EDUCOTEC,16.6
2012,CA,5794.0,College graduate,PA,Q047,Education,College graduate,EDU,EDUCOGRAD,12.0
2013,CA,1258.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,34.3
2013,CA,2142.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,24.5
2013,CA,2872.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,26.4
2013,CA,4382.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,14.3
2013,CA,1258.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,38.4
2013,CA,2142.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,36.9
2013,CA,2872.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,34.7
2013,CA,4382.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,35.3
2013,CA,1200.0,Less than high school,FV,Q018,Education,Less than high school,EDU,EDUHS,29.2
2013,CA,1896.0,High school graduate,FV,Q018,Education,High school graduate,EDU,EDUHSGRAD,34.1
2013,CA,2568.0,Some college or technical school,FV,Q018,Education,Some college or technical school,EDU,EDUCOTEC,31.3
2013,CA,4065.0,College graduate,FV,Q018,Education,College graduate,EDU,EDUCOGRAD,27.4
2013,CA,1875.0,High school graduate,FV,Q019,Education,High school graduate,EDU,EDUHSGRAD,24.1
2013,CA,2553.0,Some college or technical school,FV,Q019,Education,Some college or technical school,EDU,EDUCOTEC,16.2
2013,CA,1178.0,Less than high school,FV,Q019,Education,Less than high school,EDU,EDUHS,22.6
2013,CA,4030.0,College graduate,FV,Q019,Education,College graduate,EDU,EDUCOGRAD,9.7
2013,CA,1255.0,Less than high school,PA,Q043,Education,Less than high school,EDU,EDUHS,43.4
2013,CA,1956.0,High school graduate,PA,Q043,Education,High school graduate,EDU,EDUHSGRAD,54.3
2013,CA,2654.0,Some college or technical school,PA,Q043,Education,Some college or technical school,EDU,EDUCOTEC,59.7
2013,CA,4150.0,College graduate,PA,Q043,Education,College graduate,EDU,EDUCOGRAD,63.3
2013,CA,1241.0,Less than high school,PA,Q044,Education,Less than high school,EDU,EDUHS,11.6
2013,CA,1935.0,High school graduate,PA,Q044,Education,High school graduate,EDU,EDUHSGRAD,23.7
2013,CA,2637.0,Some college or technical school,PA,Q044,Education,Some college or technical school,EDU,EDUCOTEC,26.7
2013,CA,4128.0,College graduate,PA,Q044,Education,College graduate,EDU,EDUCOGRAD,30.0
2013,CA,2647.0,Some college or technical school,PA,Q045,Education,Some college or technical school,EDU,EDUCOTEC,39.1
2013,CA,4139.0,College graduate,PA,Q045,Education,College graduate,EDU,EDUCOGRAD,39.4
2013,CA,1255.0,Less than high school,PA,Q045,Education,Less than high school,EDU,EDUHS,26.6
2013,CA,1944.0,High school graduate,PA,Q045,Education,High school graduate,EDU,EDUHSGRAD,36.0
2013,CA,1253.0,Less than high school,PA,Q046,Education,Less than high school,EDU,EDUHS,18.2
